operator_id,inbound_calls,outbound_calls,missed_calls,missed_rate,avg_wait,crit_missed_real,crit_wait,crit_outbound,score,is_inefficient_real,classification,wait_category,score_label,performance_level,missed_rate_pct,activity_type
905470,0.0,3.0,0.0,0.0,0.0,False,False,True,1,True,Ineficaz,<=52.4 s,1,Bueno,0.0,Entrante y Saliente
905472,2.0,9.0,0.0,0.0,21.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
905478,1.0,0.0,0.0,0.0,36.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Solo Entrante
905480,0.0,1.0,0.0,0.0,0.0,False,False,True,1,True,Ineficaz,<=52.4 s,1,Bueno,0.0,Entrante y Saliente
905538,264.0,3579.0,2.0,0.007575757575757576,77.88333333333334,False,True,False,1,True,Ineficaz,60-120 s,1,Bueno,0.76,Entrante y Saliente
905542,129.0,2173.0,3.0,0.023255813953488372,41.857142857142854,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,2.33,Entrante y Saliente
905564,58.0,758.0,1.0,0.017241379310344827,44.75,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,1.72,Entrante y Saliente
905566,47.0,910.0,2.0,0.0425531914893617,30.653846153846153,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,4.26,Entrante y Saliente
905570,0.0,102.0,0.0,0.0,0.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
905574,5.0,474.0,0.0,0.0,13.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
905840,0.0,7.0,0.0,0.0,0.0,False,False,True,1,True,Ineficaz,<=52.4 s,1,Bueno,0.0,Entrante y Saliente
905842,2.0,1251.0,0.0,0.0,115.5,False,True,False,1,True,Ineficaz,60-120 s,1,Bueno,0.0,Entrante y Saliente
905844,18.0,1128.0,0.0,0.0,14.1875,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
905862,112.0,1.0,3.0,0.026785714285714284,30.238095238095237,False,False,True,1,True,Ineficaz,<=52.4 s,1,Bueno,2.68,Entrante y Saliente
905870,151.0,614.0,0.0,0.0,54.6875,False,True,False,1,True,Ineficaz,52.4-60 s,1,Bueno,0.0,Entrante y Saliente
905930,80.0,407.0,0.0,0.0,13.86111111111111,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
905932,39.0,359.0,0.0,0.0,11.62962962962963,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
905934,1.0,21.0,0.0,0.0,9.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
906070,361.0,89.0,2.0,0.00554016620498615,853.3125,False,True,False,1,True,Ineficaz,>300 s,1,Bueno,0.55,Entrante y Saliente
906076,24.0,1.0,0.0,0.0,611.5,False,True,True,2,True,Ineficaz,>300 s,2,Regular,0.0,Entrante y Saliente
906294,322.0,309.0,2.0,0.006211180124223602,28.69811320754717,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.62,Entrante y Saliente
906296,6.0,230.0,0.0,0.0,32.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
906392,19.0,61.0,2.0,0.10526315789473684,31.875,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,10.53,Entrante y Saliente
906394,41.0,575.0,0.0,0.0,52.34782608695652,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
906396,128.0,440.0,3.0,0.0234375,114.47058823529412,False,True,False,1,True,Ineficaz,60-120 s,1,Bueno,2.34,Entrante y Saliente
906398,64.0,43.0,0.0,0.0,56.67857142857143,False,True,False,1,True,Ineficaz,52.4-60 s,1,Bueno,0.0,Entrante y Saliente
906400,143.0,462.0,5.0,0.03496503496503497,92.97727272727273,False,True,False,1,True,Ineficaz,60-120 s,1,Bueno,3.5,Entrante y Saliente
906402,7.0,17.0,0.0,0.0,54.0,False,True,False,1,True,Ineficaz,52.4-60 s,1,Bueno,0.0,Entrante y Saliente
906404,599.0,673.0,7.0,0.011686143572621035,331.42,False,True,False,1,True,Ineficaz,>300 s,1,Bueno,1.17,Entrante y Saliente
906406,833.0,1213.0,3.0,0.003601440576230492,440.3333333333333,False,True,False,1,True,Ineficaz,>300 s,1,Bueno,0.36,Entrante y Saliente
906408,264.0,106.0,4.0,0.015151515151515152,252.86666666666667,False,True,False,1,True,Ineficaz,120-300 s,1,Bueno,1.52,Entrante y Saliente
906410,244.0,21.0,6.0,0.02459016393442623,175.0,False,True,False,1,True,Ineficaz,120-300 s,1,Bueno,2.46,Entrante y Saliente
906412,26.0,328.0,2.0,0.07692307692307693,26.666666666666668,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,7.69,Entrante y Saliente
906416,6.0,82.0,0.0,0.0,16.333333333333332,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
906418,5.0,4.0,0.0,0.0,18.25,False,False,True,1,True,Ineficaz,<=52.4 s,1,Bueno,0.0,Entrante y Saliente
906420,5.0,33.0,0.0,0.0,11.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
906680,215.0,170.0,2.0,0.009302325581395349,124.140625,False,True,False,1,True,Ineficaz,120-300 s,1,Bueno,0.93,Entrante y Saliente
906866,0.0,655.0,0.0,0.0,0.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
